Date,Time,pres (mbar)
2/25/2023,2:00:00,1008.9
2/25/2023,3:00:00,1008.9
2/25/2023,4:00:00,1009.1
2/25/2023,5:00:00,1009.3
2/25/2023,6:00:00,1009.4
2/25/2023,7:00:00,1009.9
2/25/2023,8:00:00,1010.9
2/25/2023,9:00:00,1011
2/25/2023,10:00:00,1010.8
2/25/2023,11:00:00,1012
2/25/2023,12:00:00,1011.9
2/25/2023,13:00:00,1011.4
2/25/2023,14:00:00,1011.5
2/25/2023,15:00:00,1012.5
2/25/2023,16:00:00,1013.2
2/25/2023,17:00:00,1013.6
2/25/2023,18:00:00,1014
2/25/2023,19:00:00,1014.7
2/25/2023,20:00:00,1014.8
2/25/2023,21:00:00,1015.3
2/25/2023,22:00:00,1015.7
2/25/2023,23:00:00,1016.6
2/26/2023,0:00:00,1016.5
2/26/2023,1:00:00,1017.3
2/26/2023,2:00:00,1017.4
2/26/2023,3:00:00,1017.5
2/26/2023,4:00:00,1017.8
2/26/2023,5:00:00,1018.6
2/26/2023,6:00:00,1019.2
2/26/2023,7:00:00,1019.9
2/26/2023,8:00:00,1020.8
2/26/2023,9:00:00,1021.3
2/26/2023,10:00:00,1021.9
2/26/2023,11:00:00,1022.9
2/26/2023,12:00:00,1023.5
2/26/2023,13:00:00,1023.7
2/26/2023,14:00:00,1023
2/26/2023,15:00:00,1024.1
2/26/2023,16:00:00,1023.6
2/26/2023,17:00:00,1024.1
2/26/2023,18:00:00,1024.6
2/26/2023,19:00:00,1024.8
2/26/2023,20:00:00,1024.6
2/26/2023,21:00:00,1024.9
2/26/2023,22:00:00,1025.1
2/26/2023,23:00:00,1025.2
2/27/2023,0:00:00,1025.4
2/27/2023,1:00:00,1025.4
2/27/2023,2:00:00,1025.2
2/27/2023,3:00:00,1025.3
2/27/2023,4:00:00,1025.2
2/27/2023,5:00:00,1025.3
2/27/2023,6:00:00,1025.6
2/27/2023,7:00:00,1025.9
2/27/2023,8:00:00,1026.5
2/27/2023,9:00:00,1026.7
2/27/2023,10:00:00,1027
2/27/2023,11:00:00,1027.4
2/27/2023,12:00:00,1027.2
2/27/2023,13:00:00,1026.4
2/27/2023,14:00:00,1025.6
2/27/2023,15:00:00,1025.9
2/27/2023,16:00:00,1025.8
2/27/2023,17:00:00,1026.7
2/27/2023,18:00:00,1027.1
2/27/2023,19:00:00,1027.2
2/27/2023,20:00:00,1027.1
2/27/2023,21:00:00,1027.3
2/27/2023,22:00:00,1027.1
2/27/2023,23:00:00,1027.3
2/28/2023,0:00:00,1027.7
2/28/2023,1:00:00,1027.5
2/28/2023,2:00:00,1027.5
2/28/2023,3:00:00,1027.3
2/28/2023,4:00:00,1027.4
2/28/2023,5:00:00,1027.7
2/28/2023,6:00:00,1027.8
2/28/2023,7:00:00,1027.7
2/28/2023,8:00:00,1027.9
2/28/2023,9:00:00,1028.3
2/28/2023,10:00:00,1028.1
2/28/2023,11:00:00,1027.6
2/28/2023,12:00:00,1027.2
2/28/2023,13:00:00,1026.8
2/28/2023,14:00:00,1026.6
2/28/2023,15:00:00,1026
2/28/2023,16:00:00,1025.7
2/28/2023,17:00:00,1026.2
2/28/2023,18:00:00,1026.9
2/28/2023,19:00:00,1026.9
2/28/2023,20:00:00,1027.3
2/28/2023,21:00:00,1027.2
2/28/2023,22:00:00,1027.8
2/28/2023,23:00:00,1027.5
3/1/2023,0:00:00,1027.8
3/1/2023,1:00:00,1027.7
3/1/2023,2:00:00,1027.3
3/1/2023,3:00:00,1026.4
3/1/2023,4:00:00,1026.2
3/1/2023,5:00:00,1025.6
3/1/2023,6:00:00,1025.6
3/1/2023,7:00:00,1025.5
3/1/2023,8:00:00,1025.8
3/1/2023,9:00:00,1025.3
3/1/2023,10:00:00,1025.2
3/1/2023,11:00:00,1024.8
3/1/2023,12:00:00,1023.9
3/1/2023,13:00:00,1023
3/1/2023,14:00:00,1022.4
3/1/2023,15:00:00,1021.8
3/1/2023,16:00:00,1020.7
3/1/2023,17:00:00,1020.9
3/1/2023,18:00:00,1021.1
3/1/2023,19:00:00,1021
3/1/2023,20:00:00,1021
3/1/2023,21:00:00,1021.5
3/1/2023,22:00:00,1021.8
3/1/2023,23:00:00,1021.2
3/2/2023,0:00:00,1020.9
3/2/2023,1:00:00,1020.7
3/2/2023,2:00:00,1020.3
3/2/2023,3:00:00,1020
3/2/2023,4:00:00,1020.1
3/2/2023,5:00:00,1020.4
3/2/2023,6:00:00,1020.2
3/2/2023,7:00:00,1020.4
3/2/2023,8:00:00,1020.5
3/2/2023,9:00:00,1021
3/2/2023,10:00:00,1020.7
3/2/2023,11:00:00,1021
3/2/2023,12:00:00,1020.9
3/2/2023,13:00:00,1021.1
3/2/2023,14:00:00,1020.2
3/2/2023,15:00:00,1019.9
3/2/2023,16:00:00,1019.5
3/2/2023,17:00:00,1020.5
3/2/2023,18:00:00,1021.5
3/2/2023,19:00:00,1021.8
3/2/2023,20:00:00,1022.3
3/2/2023,21:00:00,1022.3
3/2/2023,22:00:00,1022.6
3/2/2023,23:00:00,1022.4
3/3/2023,0:00:00,1022.4
3/3/2023,1:00:00,1022.7
3/3/2023,2:00:00,1022.7
3/3/2023,3:00:00,1022.5
3/3/2023,4:00:00,1022.2
3/3/2023,5:00:00,1022.6
3/3/2023,6:00:00,1022.7
3/3/2023,7:00:00,1023.2
3/3/2023,8:00:00,1023.4
3/3/2023,9:00:00,1023.6
3/3/2023,10:00:00,1024
3/3/2023,11:00:00,1024.1
3/3/2023,12:00:00,1024.1
3/3/2023,13:00:00,1024.2
3/3/2023,14:00:00,1023.8
3/3/2023,15:00:00,1023.6
3/3/2023,16:00:00,1022.9
3/3/2023,17:00:00,1023.4
3/3/2023,18:00:00,1023.8
3/3/2023,19:00:00,1024.2
3/3/2023,20:00:00,1024.4
3/3/2023,21:00:00,1024.8
3/3/2023,22:00:00,1024.8
3/3/2023,23:00:00,1024.8
3/4/2023,0:00:00,1025.3
3/4/2023,1:00:00,1024.8
3/4/2023,2:00:00,1024.6
3/4/2023,3:00:00,1024.1
3/4/2023,4:00:00,1024
3/4/2023,5:00:00,1024.1
3/4/2023,6:00:00,1024.3
3/4/2023,7:00:00,1024.5
3/4/2023,8:00:00,1024.7
3/4/2023,9:00:00,1025
3/4/2023,10:00:00,1024.8
3/4/2023,11:00:00,1025
3/4/2023,12:00:00,1024.3
3/4/2023,13:00:00,1023.6
3/4/2023,14:00:00,1023.2
3/4/2023,15:00:00,1022.6
3/4/2023,16:00:00,1022.2
3/4/2023,17:00:00,1021.9
3/4/2023,18:00:00,1022
3/4/2023,19:00:00,1021.8
3/4/2023,20:00:00,1021.6
3/4/2023,21:00:00,1021.4
3/4/2023,22:00:00,1021.2
3/4/2023,23:00:00,1021
3/5/2023,0:00:00,1020.1
3/5/2023,1:00:00,1019.7
3/5/2023,2:00:00,1018.8
3/5/2023,3:00:00,1017.9
3/5/2023,4:00:00,1017.3
3/5/2023,5:00:00,1016.6
3/5/2023,6:00:00,1016
3/5/2023,7:00:00,1015.7
3/5/2023,8:00:00,1015.7
3/5/2023,9:00:00,1015.2
3/5/2023,10:00:00,1014.6
3/5/2023,11:00:00,1014.3
